player_id,player_name,last_season,last_week,leaf_rating,leaf_uncertainty,total_games,total_attempts
00-0026143,M.Ryan,2022,15,0.0386211893003916,0.033251305199230904,244,9332
00-0026158,J.Flacco,2025,17,-0.016727485018987,0.034273864243335624,223,8104
00-0026197,C.Henne,2022,20,-0.0182576872607651,0.03834893858925433,71,2179
00-0026300,J.Johnson,2025,18,0.0024514985981937,0.046690321121264526,32,459
00-0026349,M.Flynn,2014,17,-0.0290537193048306,0.04754566016295914,29,399
00-0026498,M.Stafford,2025,21,0.13632254420144,0.033614952424208484,252,9809
00-0026544,C.Daniel,2022,18,-0.0182092692906133,0.05047217109617041,24,300
00-0026625,B.Hoyer,2023,7,-0.0232429916485903,0.038882168568360485,62,1688
00-0026898,M.Sanchez,2018,14,-0.0412010673373183,0.03567123626065405,83,2642
00-0026993,Jo.Freeman,2015,17,-0.0210140413238944,0.03366892044372228,62,2162
00-0027131,K.Null,2009,17,-0.0832858275127245,0.05606813156419697,4,131
00-0027134,C.Painter,2013,17,-0.1145506655452591,0.04828244393557145,14,308
00-0027253,T.Lewis,2013,17,0.0018221837771129,0.05093626094369904,6,210
00-0027659,J.Clausen,2015,15,-0.1281420598035104,0.04228117226032765,21,514
00-0027688,C.McCoy,2022,15,-0.0186194060682695,0.03689268804741395,45,1331
00-0027754,J.Skelton,2012,14,-0.1143851323233154,0.039481344653384084,20,646
00-0027796,J.Webb,2017,14,-0.0658155114315512,0.05349181110960723,13,202
00-0027854,S.Bradford,2018,3,0.0288165429083955,0.0341169351626432,83,3159
00-0027876,T.Tebow,2012,15,-0.064998511604921,0.047154597372560614,25,451
00-0027939,C.Newton,2021,16,-0.0078080757230781,0.03649985348845527,153,5044
00-0027946,J.Locker,2014,15,-0.023176097124171,0.039938344347252304,30,767
00-0027948,B.Gabbert,2023,18,-0.1304462559917863,0.04062370919572953,64,1712
00-0027950,C.Ponder,2014,5,-0.0349770085077296,0.03642249503052886,37,1154
00-0027973,A.Dalton,2025,8,0.0087759643253436,0.03628376867280878,180,6175
00-0027974,C.Kaepernick,2016,17,-0.0015524086864616,0.035181512108431325,71,2038
00-0028012,R.Mallett,2017,8,-0.0344713004071929,0.04734181878361033,16,350
00-0028090,T.Yates,2017,17,-0.0658323650912949,0.045828853201401405,22,414
00-0028118,T.Taylor,2025,14,0.0033609823943056,0.03854381501389036,84,2114
00-0028595,S.Tolzien,2017,1,-0.0651612412659539,0.055117714320203806,7,155
00-0028825,T.Pryor,2016,6,-0.0424207023093133,0.04778386551799781,17,342
00-0028957,A.Davis,2015,17,-0.0415682853405654,0.04330114712804269,12,416
00-0028986,C.Keenum,2023,16,-0.0109856276279815,0.037196301018578445,76,2453
00-0029234,K.Moore,2015,17,0.0031794396964129,0.0576018007065517,3,109
00-0029263,R.Wilson,2025,10,0.0083677403695677,0.03612384594934211,222,7217
00-0029531,R.Lindley,2015,17,-0.133990867345154,0.04660638286141717,11,324
00-0029567,N.Foles,2022,17,-0.0119733188626685,0.03473432802587953,74,2438
00-0029604,K.Cousins,2025,18,0.0690106112249664,0.03499417359879642,179,6416
00-0029665,R.Griffin,2020,12,-0.0088865557990873,0.04083012449194467,54,1419
00-0029668,A.Luck,2018,19,0.1056524470326097,0.033303118033573074,94,3805
00-0029677,B.Weeden,2015,16,-0.0167956791234445,0.038204465099821776,33,1029
00-0029682,B.Osweiler,2018,14,-0.0286952261821158,0.03629519394697595,45,1309
00-0029701,R.Tannehill,2023,18,0.0526022835550984,0.03569300086815481,158,5289
00-0030419,M.McGloin,2016,17,-0.0223360032436176,0.049359856720054406,13,287
00-0030520,M.Glennon,2021,17,-0.0610409631861725,0.03670322093620123,39,1229
00-0030524,L.Jones,2017,17,-0.0093726986053664,0.05392982335795474,12,184
00-0030526,E.Manuel,2017,5,-0.0350384576654056,0.0414589622178619,23,637
00-0030533,M.Barkley,2020,17,0.0145758319113982,0.04682401364534655,18,375
00-0030565,G.Smith,2025,17,0.0198630245548181,0.03457176591270108,108,3419
00-0031064,T.Savage,2017,14,-0.0572304245009015,0.045815866131950406,12,341
00-0031237,T.Bridgewater,2025,12,0.0590857312196318,0.037283045695455194,76,2278
00-0031266,Z.Mettenberger,2015,17,-0.0700038168474077,0.044845822124905906,13,376
00-0031280,D.Carr,2024,14,0.0779572513569505,0.035105790481135726,170,6142
00-0031288,A.McCarron,2023,18,-0.0137097533004637,0.05236761833727213,16,244
00-0031345,J.Garoppolo,2024,18,0.1093445797258493,0.036045609627311063,81,2216
00-0031407,B.Bortles,2019,13,-0.0094384068929571,0.03551585370556929,79,2929
00-0031409,J.Manziel,2015,16,-0.0358430704725631,0.04831794175478712,13,279
00-0031503,J.Winston,2025,15,0.049701712400283,0.035550710579196586,101,3480
00-0031568,B.Petty,2017,17,-0.1047705970713282,0.048618684643969956,10,267
00-0031589,B.Hundley,2019,17,-0.082071313088814,0.04630602297437883,18,369
00-0031800,T.Heinicke,2024,17,-0.0105688029720824,0.038724704691606104,41,1085
00-0032156,T.Siemian,2023,18,-0.060934557974497,0.03623733218257796,39,1300
00-0032245,S.Mannion,2021,17,-0.0901545241083738,0.058188537397673094,8,115
00-0032268,M.Mariota,2025,16,0.0593983099142764,0.03824580719665883,97,2672
00-0032434,B.Allen,2025,18,-0.1073662093498254,0.04736188469634206,16,347
00-0032436,J.Driskel,2023,18,-0.0622734698620418,0.045080370146793385,19,437
00-0032784,K.Hogan,2017,6,-0.0361690807928735,0.05838801972554387,6,109
00-0032950,C.Wentz,2025,8,0.0081342106074641,0.03469115941153019,102,3784
00-0033077,D.Prescott,2025,18,0.1174335521055841,0.0338485958061867,146,5344
00-0033104,C.Kessler,2018,16,-0.0238198863474355,0.04521634541148588,17,399
00-0033106,J.Goff,2025,18,0.1570750362179729,0.03363901633940862,161,5872
00-0033108,P.Lynch,2017,17,-0.0288609448319664,0.055140022760113185,5,145
00-0033119,J.Brissett,2025,18,0.0158388735478073,0.034068537212111116,84,2433
00-0033275,P.Walker,2023,12,-0.1155395855243905,0.04660866340771316,20,367
00-0033319,N.Mullens,2025,18,0.0730782431354152,0.040867404966808206,32,853
00-0033357,T.Hill,2025,16,-0.0025107709357102,0.05949210632054138,62,338
00-0033537,D.Watson,2024,7,0.0278150496323663,0.03455658034522803,76,2683
00-0033662,C.Rush,2025,6,-0.0402699486032961,0.04184131564343669,35,620
00-0033869,M.Trubisky,2025,18,0.0655209458699314,0.04019853768690224,76,2141
00-0033873,P.Mahomes,2025,15,0.1223736502878115,0.033439274833883585,147,5700
00-0033899,D.Kizer,2018,17,-0.1196033993452099,0.04082379957409893,17,558
00-0033936,C.Beathard,2023,17,-0.0233252341308524,0.04326639441457654,25,618
00-0033949,J.Dobbs,2025,18,-0.0538454038564627,0.04245919061196998,25,599
00-0033958,N.Peterman,2023,7,-0.1457649498641433,0.05562289673803046,14,173
00-0034177,T.Boyle,2024,15,-0.0924155171507699,0.05029327155275146,12,246
00-0034343,J.Rosen,2021,11,-0.1774794131075472,0.042484727057110774,22,574
00-0034401,M.White,2024,18,-0.014154605251321,0.04739982053041235,13,338
00-0034577,K.Allen,2025,10,-0.0049750552249795,0.039541267359887444,25,773
00-0034771,M.Rudolph,2025,19,0.0273162675588512,0.040638745861870544,33,812
00-0034796,L.Jackson,2025,18,0.1328623506275037,0.03675229528939383,120,3379
00-0034855,B.Mayfield,2025,18,0.0701591656922696,0.03447951086667849,128,4412
00-0034857,J.Allen,2025,20,0.1436544040063816,0.03479566728938533,141,4896
00-0034869,S.Darnold,2025,22,0.0947954470772096,0.03511822991353066,100,3199
00-0034899,J.Wolford,2022,13,-0.06759412739215,0.05737606598207392,6,121
00-0034955,B.Rypien,2025,3,-0.0880221274130087,0.05409876467085917,10,180
00-0035040,D.Blough,2022,18,-0.0883472923722911,0.049063860524766086,9,263
00-0035100,J.Browning,2025,12,0.0137699274100701,0.04434042183151847,14,402
00-0035228,K.Murray,2025,5,0.0714201423440144,0.03410578726267728,88,3172
00-0035232,D.Haskins,2020,16,-0.0723061931105531,0.041572844391971786,16,496
00-0035264,J.Stidham,2025,21,-0.0449575971217553,0.04958458088620696,13,250
00-0035282,E.Stick,2023,18,-0.0441988090791474,0.05205469562113201,6,188
00-0035289,G.Minshew,2025,16,0.0028856456766023,0.03597749030624704,58,1884
00-0035577,D.Hodges,2019,17,-0.0261538192343247,0.053549952349164605,8,175
00-0035652,R.Finley,2020,15,-0.1467638272822899,0.05649129881296057,7,139
00-0035704,D.Lock,2025,3,-0.0410765972655703,0.03837230820367469,36,1023
00-0035710,D.Jones,2025,14,0.0450051476011033,0.03500987602629292,85,2932
00-0035993,T.Huntley,2025,17,-0.0056601311488438,0.04157844198361454,28,636
00-0036212,T.Tagovailoa,2025,15,0.1127658709233358,0.03515023565415458,79,2606
00-0036264,J.Love,2025,19,0.1450681149030112,0.03550008104533988,59,1736
00-0036312,J.Luton,2020,11,-0.074767410872415,0.05684308413113507,3,118
00-0036355,J.Herbert,2025,19,0.0563923214879323,0.034353711330308984,98,3787
00-0036389,J.Hurts,2025,19,0.0876733153206649,0.03564093036651821,97,2894
00-0036442,J.Burrow,2025,18,0.1505846142144437,0.03332760039299109,84,3302
00-0036879,S.Ehlinger,2022,18,-0.077937807139358,0.05738631812756678,4,115
00-0036898,D.Mills,2025,18,-0.059142209553423,0.038966839693195546,44,1184
00-0036945,J.Fields,2025,11,-0.0383170062768418,0.03737027971596279,57,1508
00-0036971,T.Lawrence,2025,19,0.0691155630908104,0.03445716325591241,80,2878
00-0036972,M.Jones,2025,20,0.0548772228546587,0.03521815760014995,62,2023
00-0037012,T.Lance,2025,18,-0.0780747612080206,0.052569889630125724,13,212
00-0037013,Z.Wilson,2025,18,-0.105060970135879,0.03792925198788792,37,1118
00-0037077,S.Howell,2024,15,-0.0592806499599439,0.03848266388043193,19,719
00-0037327,S.Thompson,2024,3,-0.0948651905875773,0.052377151448428354,10,200
00-0037834,B.Purdy,2025,20,0.1624502746473795,0.035298139146419605,55,1670
00-0038102,K.Pickett,2025,18,-0.0341212787648183,0.04233621427290707,36,863
00-0038108,B.Zappe,2024,18,-0.087942612418999,0.045371604543398066,15,366
00-0038122,D.Ridder,2024,18,-0.0067198158524618,0.04147237789204762,24,638
00-0038128,M.Willis,2025,17,0.0177634382691447,0.05565953819617802,17,181
00-0038416,T.Bagent,2025,9,-0.0154932911775071,0.05603868848671693,9,155
00-0038476,T.DeVito,2024,15,-0.0764358562573059,0.04930167415885388,11,265
00-0038579,A.O'Connell,2025,18,-0.0035436842862221,0.039900472439111545,21,644
00-0038583,D.Thompson-Robinson,2024,18,-0.1609631294186672,0.05063276529059222,12,243
00-0039150,B.Young,2025,19,-0.0205763630048307,0.03545560821052856,47,1551
00-0039152,W.Levis,2024,18,-0.0499116735601463,0.04048864609486343,21,626
00-0039163,C.Stroud,2025,20,0.0433862879357329,0.03488402564778756,52,1774
00-0039164,A.Richardson,2025,5,-0.0525191774907262,0.04605824154470946,16,372
00-0039376,S.Rattler,2025,15,-0.0598080071037083,0.04184010965844736,16,522
00-0039732,B.Nix,2025,20,0.0617436318952325,0.034618387044372825,36,1299
00-0039851,D.Maye,2025,22,0.1185479475350721,0.03652284578402811,34,1055
00-0039910,J.Daniels,2025,14,0.0780998177255589,0.0378248069399237,27,852
00-0039917,M.Penix,2025,11,0.0304218970850436,0.04418793034169964,14,399
00-0039918,C.Williams,2025,20,0.0312524416307193,0.034665553549686756,36,1322
00-0039923,J.McCarthy,2025,18,-0.0545458261232506,0.04868889636400069,10,273
00-0040398,B.Cook,2025,18,-0.1198839354594437,0.05310470457059525,5,173
00-0040668,S.Sanders,2025,18,-0.0929686225653035,0.04992981543749085,8,235
00-0040676,C.Ward,2025,18,-0.0659893441299278,0.040298095713172354,17,592
00-0040691,J.Dart,2025,18,0.0151271345112626,0.04476572380177048,12,375
00-0040704,D.Gabriel,2025,16,-0.0868839007073707,0.052620192700078554,10,204
00-0040743,T.Shough,2025,18,0.0187177914757079,0.044919194520396284,11,356
